iteration,loss,mean_reward,max_reward
1,100.05352959419312,0.21463117264978582,0.4059108932902984
2,57.46937722679142,0.22854877458921216,0.4116470932831503
3,41.60713264398616,0.24178760707248267,0.4172137629457544
4,33.04145732852027,0.2543807740766055,0.4226159126565685
5,27.672068205019748,0.26635976507857856,0.4278584047149885
6,23.93592807806702,0.27775453379548465,0.43294595771774563
7,21.170962963056606,0.288593573084386,0.43788315080596263
8,18.995227912104315,0.2989039861893082,0.4426744277866893
9,17.244076930916247,0.308711554513468,0.4473241011326294
10,15.867400173318691,0.31804080208621,0.45183635586365645
11,14.72071834400584,0.326915056885854,0.4562152533136148
12,13.765777579872532,0.33535650917179205,0.4604647347857938
13,12.90207896609564,0.34338626697169516,0.4645886251003671
14,12.130866147383653,0.35102440886257713,0.4685906360369887
15,11.53221477013008,0.35829003417769556,0.4724743696756454
16,10.947701896505565,0.36520131076483353,0.47624332163877187
17,10.379179565593251,0.371775520415382,0.47990088423754684
18,9.97333777232453,0.37802910207782026,0.4834503495252021
19,9.506386754217031,0.38397769296364964,0.4868949122600926
20,9.176448742964947,0.38963616764856734,0.49023767278119473
21,8.841504623212893,0.39501867526665346,0.4934816397986206
22,8.501551866771752,0.4001386748905762,0.4966297331016602
23,8.233576135897168,0.40500896918628404,0.4996847861867889
24,7.941863301609901,0.4096417364263394,0.5026495488080057
25,7.626319811015638,0.414048560941943,0.5055266894517971
26,7.46054346839627,0.41824046208979626,0.5083187977389554
27,7.202468293806369,0.4222279218062326,0.5110283867554118
28,6.964552037140142,0.42602091081751803,0.5136578953141842
29,6.859215408579856,0.4296289135718607,0.5162096901504722
30,6.6047050064564,0.43306095195547106,0.5186860680518802
31,6.45524430645961,0.43632560785197705,0.5210892579256798
32,6.322001745446329,0.4394310446016034,0.5234214228049776
33,6.1775779429094815,0.4423850274137738,0.5256846617955909
34,5.970292450091189,0.4451949427841796,0.5278810119653844
35,5.830356197206535,0.44786781696486644,0.530012450177769
36,5.762926266890501,0.45041033353352405,0.5320808948710122
37,5.654959225686166,0.45282885010591173,0.5340882077849622
38,5.4532001615276116,0.45512941423320946,0.5360361956367392
39,5.343745610221023,0.4573177785240459,0.537926611746903
40,5.307863242942716,0.4593994150290162,0.5397611576175596
41,5.200260251294532,0.46137952892365874,0.5415414844638282
42,5.083642198090517,0.46326307152410545,0.543269194700046
43,5.032784153337712,0.46505475266795093,0.5449458433820495
44,4.9136360476701375,0.46675905249129984,0.54657293960683
45,4.768915516189635,0.4683802326314407,0.5481519478708218
46,4.752177850862558,0.46992234688315887,0.5496842893880487
47,4.614691697697863,0.4713892513353351,0.5511713433693126
48,4.542991613204242,0.4727846140131763,0.5526144482635756
49,4.514715899447409,0.47411192405018887,0.5540149029626553
50,4.42754563468926,0.47537450041283036,0.555373967970314
51,4.3427624898951285,0.47657550019965406,0.5566928665367986
52,4.298583865996846,0.47771792653569983,0.5579727857598471
53,4.179828689878683,0.4788046360818711,0.5592148776531574
54,4.155829759932077,0.4798383461780751,0.5604202601832771
55,4.135212580132285,0.48082164163798774,0.5615900182758492
56,4.01922830871792,0.4817569812124346,0.5627252047921181
57,4.027188887862445,0.4826467037375485,0.5638268414765756
58,3.972127148813598,0.4834930339830778,0.5648959198766007
59,3.9065353415376363,0.48429808821547027,0.5659334022349182
60,3.8507941553294853,0.4850638794896408,0.5669402223556828
61,3.78099492080075,0.4857923226826577,0.5679172864449655
62,3.702960834550553,0.48648523928193266,0.5688654739264005
63,3.717400436057148,0.4871443619398879,0.5697856382327259
64,3.6219986909117705,0.48777133880649015,0.57067860757393
65,3.5470822066923864,0.4883677376504834,0.5715451856826973
66,3.5644916789002803,0.488935049779628,0.5723861525378214
67,3.5312544377656225,0.4894746937697465,0.5732022650662391
68,3.4364629397413484,0.4899880190119022,0.5739942578243149
69,3.411585751923203,0.49047630908657963,0.5747628436589922
70,3.4339527547777107,0.49094078497330446,0.5755087143494036
71,3.4015571221996406,0.4913826081037282,0.5762325412295182
72,3.3056958143696478,0.49180288326581223,0.5769349757923875
73,3.2401326118497433,0.4922026613663734,0.5776166502765343
74,3.256977165421381,0.4925829420588982,0.5782781782350084
75,3.189147328479791,0.49294467624319727,0.5789201550876272
76,3.148927237828306,0.4932887684431503,0.5795431586568925
77,3.1726411147059914,0.4936160790684868,0.5801477496880709
78,3.1556213642110396,0.4939274265662587,0.5807344723539014
79,3.113914088223234,0.49422358946738393,0.5813038547443883
80,3.0829230846636517,0.49450530833337975,0.5818564093421176
81,3.002820077972318,0.494773287608152,0.5823926334835255
82,2.980287805488974,0.4950281973794716,0.5829130098065358
83,2.929267824555408,0.49527067505454364,0.5834180066849655
84,2.932901966136472,0.4955013269538567,0.5839080786500935
85,2.903945593908152,0.49572072982730025,0.5843836667997694
86,2.834668389328641,0.49592943229633973,0.5848451991954309
87,2.9026389137947444,0.49612795622585604,0.5852930912473886
88,2.8463669740722883,0.49631679802907946,0.5857277460887228
89,2.79436664007314,0.4964964299088814,0.5861495549381308
90,2.797852693305941,0.4966673010385273,0.5865588974520501
91,2.7118791129854403,0.4968298386848442,0.5869561420663745
92,2.7101487651835217,0.49698444927660995,0.5873416463280718
93,2.6661719357091886,0.49713151942083694,0.587715757217
94,2.6785026611737215,0.4972714168694913,0.5880788114582122
95,2.632604608068032,0.49740449143906384,0.5884311358250324
96,2.624245314133265,0.497531075885294,0.5887730474331733
97,2.5938084586043955,0.49765148673523224,0.5891048540261621
98,2.601740216979875,0.4977660250787227,0.58942685425233
99,2.5363347092207094,0.4978749773212844,0.5897393379336162
100,2.5187075446743625,0.49797861590027437,0.5900425863264273
